City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,rio bueno,-40.3167,-72.9667,15.08,97,96,1.96,CL,1681956482
298,freetown,8.484,-13.2299,27.23,83,92,2.77,SL,1681956482
299,kembe,4.6228,21.8865,22.55,73,95,0.97,CF,1681956482
300,puerto baquerizo moreno,-0.9,-89.6,25.99,80,100,3.6,EC,1681956287
301,anuradhapura,8.3565,80.4173,26.55,85,48,3.17,LK,1681956483
302,portland,45.5234,-122.6762,10.02,74,82,2.68,US,1681956231
303,taulaga,-11.0553,-171.0883,28.56,71,10,4.29,AS,1681956289
304,sinop,41.7711,34.8709,8.72,98,99,1.57,TR,1681956273
305,murghob,38.1702,73.9667,-4.86,91,100,1.45,TJ,1681956484
306,ballina,-28.8667,153.5667,22.31,59,96,6.9,AU,1681956484
307,queenstown,-31.8976,26.8753,14.53,33,75,2.99,ZA,1681956485
308,arroio grande,-32.2375,-53.0869,10.68,84,7,4.37,BR,1681956485
309,revelstoke,50.9832,-118.2023,6.47,79,100,0.26,CA,1681956485
310,kingston,17.997,-76.7936,27.53,81,20,5.66,JM,1681956346
311,santa terezinha,-29.9002,-50.0904,14.44,71,5,7.08,BR,1681956486
312,khovd,48.0056,91.6419,0.09,22,0,4.06,MN,1681956486
313,uruzgan,32.8333,66.0,10.55,59,0,2.08,AF,1681956486
314,santana,-0.0583,-51.1817,26.1,94,0,2.06,BR,1681956487
315,romanovo,52.6182,81.2271,-6.93,85,14,3.62,RU,1681956487
316,harper,4.375,-7.7169,25.35,87,100,1.84,LR,1681956488
317,weligama,5.9667,80.4167,27.32,80,27,0.94,LK,1681956488
318,mukalla,14.5425,49.1242,26.05,73,0,1.18,YE,1681956488
319,onega,63.9061,38.1404,0.55,99,100,2.68,RU,1681956489
320,ashkasham,36.6833,71.5333,-5.51,86,91,0.21,AF,1681956489
321,paciran,-6.8767,112.3761,28.55,75,93,1.59,ID,1681956489
322,mersa matruh,31.3525,27.2453,15.74,70,0,5.55,EG,1681956489
323,leninskoye,41.7589,69.3864,8.73,63,0,1.21,KZ,1681956490
324,hammerfest,70.6634,23.6821,4.25,100,75,6.69,NO,1681956490
325,vetovo,43.7,26.2667,8.07,92,62,4.33,BG,1681956491
326,nikolayevsk-on-amure,53.1406,140.73,4.11,59,72,2.9,RU,1681956491
327,orsa,54.5153,30.4053,6.05,73,22,4.65,BY,1681956491
328,quellon,-43.1167,-73.6167,12.14,100,100,0.0,CL,1681956491
329,padang,-0.9492,100.3543,26.03,72,100,0.19,ID,1681956492
330,jatoi shimali,29.5165,70.8503,24.4,54,1,6.02,PK,1681956492
331,garden city,42.3256,-83.331,10.01,65,75,6.17,US,1681956480
332,bac lieu,9.285,105.7244,30.65,64,100,4.14,VN,1681956493
333,syumsi,57.1111,51.6149,5.81,83,100,1.74,RU,1681956494
334,port douglas,-16.4833,145.4667,27.48,70,98,5.7,AU,1681956456
335,kenora,49.8167,-94.4337,4.32,29,100,7.15,CA,1681956494
336,arraial do cabo,-22.9661,-42.0278,23.81,82,100,4.42,BR,1681956358
337,sumpong,8.1633,125.1183,29.16,60,51,1.12,PH,1681956495
338,pathein,16.7833,94.7333,31.63,57,10,4.06,MM,1681956495
339,al ghayzah,16.2079,52.176,26.61,70,0,3.05,YE,1681956495
340,mytilene,39.11,26.5547,10.12,80,14,1.74,GR,1681956495
341,kedrovyy,56.1667,91.8167,-5.63,81,100,4.66,RU,1681956496
342,coquimbo,-29.9533,-71.3436,12.85,100,0,3.6,CL,1681956212
343,ozernyy,55.5802,32.4127,4.75,74,39,2.61,RU,1681956496
344,unai,-16.3575,-46.9061,22.21,84,77,1.52,BR,1681956496
345,glace bay,46.1969,-59.957,5.5,92,75,4.02,CA,1681956262
346,huarmey,-10.0681,-78.1522,24.71,82,56,3.67,PE,1681956497
347,bogale,16.2833,95.4,31.31,57,11,3.89,MM,1681956497
348,ponta delgada,37.7333,-25.6667,12.4,71,20,4.12,PT,1681956497
349,fauske,67.2588,15.3918,8.21,99,100,2.53,NO,1681956497
350,lamu,-2.2717,40.902,27.12,86,22,3.64,KE,1681956498
351,kone,-21.0595,164.8658,28.9,61,1,2.29,NC,1681956285
352,usagara,-2.6833,33.0,17.47,88,53,3.79,TZ,1681956498
353,island harbour,50.724,-1.2758,7.77,83,14,3.13,GB,1681956498
354,sao vicente,-23.9631,-46.3919,24.04,26,20,3.61,BR,1681956498
355,dwarka,22.2394,68.9678,26.8,71,68,5.69,IN,1681956499
356,cannonvale,-20.2833,148.7,25.66,61,53,8.23,AU,1681956499
357,champasak,14.75,106.0,32.33,57,24,1.84,LA,1681956499
358,petropavlovsk-kamchatsky,53.0452,158.6483,6.33,53,75,7.0,RU,1681956220
359,luwuk,-0.9516,122.7875,29.97,70,46,1.27,ID,1681956500
360,murbad,19.25,73.4,30.14,35,30,0.77,IN,1681956500
361,la leonesa,-27.0379,-58.7035,16.2,58,0,2.42,AR,1681956500
362,roma,43.2128,-75.4557,2.07,83,0,0.0,US,1681956255
363,beinamar,8.6698,15.3813,28.11,48,84,2.26,TD,1681956500
364,xiangyang,32.0422,112.1448,26.8,59,0,1.66,CN,1681956501
365,buka,40.8108,69.1986,9.23,52,0,1.27,UZ,1681956501
366,san julian,21.0167,-102.1667,22.21,17,99,4.45,MX,1681956501
367,torghay,49.6339,63.4981,4.38,87,28,3.48,KZ,1681956502
368,porto novo,6.4965,2.6036,26.61,80,100,2.08,BJ,1681956502
369,port saint john's,-31.6229,29.5448,21.14,35,39,3.71,ZA,1681956273
370,santo augusto,-27.8508,-53.7772,10.96,76,71,2.14,BR,1681956502
371,qusmuryn,52.4503,64.6311,2.82,79,47,4.12,KZ,1681956503
372,sa kaeo,13.75,102.3333,33.16,54,81,5.13,TH,1681956503
373,karakol,42.4907,78.3936,3.49,41,100,0.91,KG,1681956504
374,mont-de-marsan,44.0,-0.6667,13.21,90,0,1.03,FR,1681956504
375,boali,4.8005,18.1275,22.74,85,96,0.49,CF,1681956504
376,hovd,48.0056,91.6419,0.09,22,0,4.06,MN,1681956505
377,pont rouge,48.8833,-72.0825,-0.3,75,96,3.4,CA,1681956505
378,cururupu,-1.8283,-44.8683,23.23,97,93,0.83,BR,1681956505
379,chulakkurgan,43.765,69.1814,4.49,34,4,2.83,KZ,1681956506
380,dongxing,45.3667,130.8,11.67,28,100,11.26,CN,1681956506
381,n'dalatando,-9.2978,14.9116,19.02,98,77,1.35,AO,1681956506
382,balsas,-7.5325,-46.0356,23.59,89,100,1.06,BR,1681956506
383,ceeldheer,3.8488,47.1806,27.94,73,96,2.59,SO,1681956507
384,yajiwa,11.3839,12.7236,29.48,39,41,2.81,NG,1681956507
385,pryamitsyno,51.6561,35.9314,11.3,52,100,6.35,RU,1681956508
386,aur,8.1499,171.1687,27.65,80,64,6.27,MH,1681956508
387,sokcho,38.2083,128.5911,20.42,65,25,4.91,KR,1681956508
388,murun-kuren,49.6342,100.1625,-2.99,45,100,1.75,MN,1681956509
389,crane,31.3974,-102.3501,25.82,9,0,3.73,US,1681956509
390,theniet el had,35.8711,2.0281,9.94,76,90,2.6,DZ,1681956509
391,tonghae,37.5439,129.1069,21.14,64,33,4.53,KR,1681956510
392,corumba,-19.0092,-57.6533,18.94,91,65,1.19,BR,1681956510
393,borger,52.9233,6.7931,8.35,69,40,5.05,NL,1681956510
394,tripoli,32.8752,13.1875,20.76,47,70,4.94,LY,1681956511
395,chernyshevskiy,63.0128,112.4714,-6.61,78,96,3.36,RU,1681956290
396,kargasok,59.0556,80.8572,-3.55,92,100,3.08,RU,1681956511
397,natal,-5.795,-35.2094,26.36,89,20,1.54,BR,1681956512
398,altes lager,48.4167,9.55,3.11,95,73,2.12,DE,1681956512
399,sao joao da barra,-21.6403,-41.0511,23.1,90,100,2.39,BR,1681956512
400,khash,28.2211,61.2158,15.43,23,10,1.26,IR,1681956512
401,adelia maria,-33.6315,-64.021,14.24,67,0,1.34,AR,1681956513
402,novo aripuana,-5.1206,-60.3797,24.09,93,100,0.61,BR,1681956513
403,salinas,36.6777,-121.6555,16.58,65,0,5.66,US,1681956320
404,tabalah,19.95,42.4,18.78,71,0,3.19,SA,1681956513
405,lumding railway colony,25.749,93.17,31.82,42,0,1.19,IN,1681956514
406,severoural'sk,60.1533,59.952,-0.71,68,25,1.33,RU,1681956514
407,klaksvik,62.2266,-6.589,7.51,79,6,4.63,FO,1681956306
408,flin flon,54.7682,-101.865,-2.14,91,100,5.02,CA,1681956514
409,dolores,-36.3132,-57.6792,8.08,77,0,2.73,AR,1681956514
410,nosy varika,-20.5833,48.5333,22.04,93,27,2.62,MG,1681956515
411,silver city,32.7701,-108.2803,15.37,19,9,8.49,US,1681956515
412,al jawf,29.5,38.75,21.81,40,49,0.97,SA,1681956515
413,dabakala,8.3667,-4.4333,25.44,68,100,2.84,CI,1681956516
414,fale old settlement,-9.3852,-171.2468,28.39,69,42,2.01,TK,1681956516
415,kurchatov,51.6601,35.6521,11.23,78,100,6.92,RU,1681956516
416,luanda,-8.8368,13.2343,25.0,94,40,1.54,AO,1681956290
417,turpan,42.9333,89.1667,14.07,12,100,2.45,CN,1681956516
418,saldanha,-33.0117,17.9442,15.85,94,100,8.71,ZA,1681956516
419,altamont,42.2068,-121.7372,3.91,60,75,6.69,US,1681956517
420,inari,68.906,27.0288,4.11,92,100,2.86,FI,1681956517
421,zaozersk,69.4005,32.4476,2.79,96,100,8.54,RU,1681956517
422,plettenberg bay,-34.0527,23.3716,16.96,79,96,2.4,ZA,1681956518
423,franceville,-1.6333,13.5836,22.58,95,98,0.84,GA,1681956518
424,inongo,-1.95,18.2667,23.0,92,100,0.02,CD,1681956519
425,feres,40.8956,26.17,9.03,87,55,0.6,GR,1681956519
426,norderney,53.7,7.15,8.32,70,14,9.9,DE,1681956519
427,laem sing,12.4816,102.0738,31.07,68,100,4.29,TH,1681956520
428,san andres,12.5847,-81.7006,28.01,69,20,5.14,CO,1681956336
429,el calafate,-50.3408,-72.2768,8.13,79,3,3.92,AR,1681956520
430,hotan,37.0997,79.9269,11.4,46,100,3.18,CN,1681956520
431,minot,48.2325,-101.2963,4.12,93,100,5.14,US,1681956520
432,barra de santo antonio,-9.4047,-35.5072,25.6,85,7,3.79,BR,1681956521
433,hithadhoo,-0.6,73.0833,28.56,71,100,2.25,MV,1681956521
434,bodaybo,57.8506,114.1933,-4.16,65,100,1.8,RU,1681956522
435,lompoc,34.6391,-120.4579,19.08,78,0,12.96,US,1681956305
436,gumla,23.05,84.55,32.16,16,18,1.96,IN,1681956522
437,guozhen,34.3659,107.359,21.57,24,53,2.78,CN,1681956522
438,aitape,-3.1374,142.3475,26.0,91,100,4.14,PG,1681956523
439,pizarro,4.9533,-77.366,26.36,84,100,2.12,CO,1681956471
440,nyurba,63.2842,118.3319,-2.23,84,42,3.52,RU,1681956523
441,sasolburg,-26.8136,27.817,12.25,35,0,1.43,ZA,1681956524
442,geraldton,-28.7667,114.6,25.23,29,2,10.29,AU,1681956524
443,alesund,62.4723,6.1549,7.96,90,100,4.63,NO,1681956524
444,yamrat,10.1116,9.826,27.47,52,100,2.03,NG,1681956525
445,illizi,26.4833,8.4667,25.26,11,4,5.24,DZ,1681956525
446,trairi,-3.2778,-39.2689,24.28,93,100,1.45,BR,1681956295
447,solikamsk,59.6196,56.7729,0.88,65,17,1.58,RU,1681956526
448,lijiang,26.8688,100.2207,18.58,36,1,2.28,CN,1681956526
449,svetogorsk,61.1121,28.8632,6.36,69,100,1.75,RU,1681956526
450,kibondo,-3.5864,30.7203,14.72,98,31,0.81,TZ,1681956526
451,lunino,53.5918,45.2271,6.06,47,89,1.44,RU,1681956526
452,angaur state,6.906,134.13,29.01,72,92,3.45,PW,1681956527
453,alo,7.4178,6.7371,24.36,92,100,2.97,NG,1681956527
454,shantobe,52.4581,68.1839,-1.51,75,6,2.73,KZ,1681956527
455,fuxin,42.0156,121.6589,13.0,8,100,7.7,CN,1681956527
456,fortuna,40.5982,-124.1573,12.03,66,18,2.68,US,1681956527
457,praia da vitoria,38.7333,-27.0667,12.68,66,31,6.95,PT,1681956528
458,brookings,44.3114,-96.7984,6.77,92,100,7.2,US,1681956528
459,ouallam,14.3188,2.0866,30.33,8,94,3.99,NE,1681956528
460,kavieng,-2.5744,150.7967,28.62,69,19,0.61,PG,1681956528
461,douglas,41.3,-96.167,20.61,79,0,3.09,US,1681956529
462,fukuoka,33.6064,130.4181,27.23,46,20,2.06,JP,1681956410
463,nemuro,43.3236,145.575,6.11,82,97,3.99,JP,1681956529
464,brokopondo,4.75,-55.1667,24.53,91,100,3.46,SR,1681956529
465,lhasa,29.65,91.1,9.79,47,100,1.92,CN,1681956530
466,danli,14.0333,-86.5833,22.28,65,91,1.32,HN,1681956530
467,whakatane,-37.9585,176.9854,21.6,78,80,2.53,NZ,1681956530
468,andovoranto,-18.95,49.1,22.93,91,21,2.15,MG,1681956530
469,morant bay,17.8815,-76.4093,24.84,84,4,3.0,JM,1681956531
470,salamanca,40.8333,-6.0,8.88,56,91,1.18,ES,1681956426
471,punta del este,-34.9667,-54.95,16.09,67,75,7.6,UY,1681956457
472,sibolga,1.7427,98.7792,26.26,88,100,0.85,ID,1681956531
473,gisborne,-38.6533,178.0042,21.93,66,46,2.91,NZ,1681956531
474,ceerigaabo,10.6162,47.368,16.29,67,22,1.76,SO,1681956531
475,chardara,41.2547,67.9692,6.95,49,0,3.17,KZ,1681956532
476,juarez,31.7333,-106.4833,26.44,10,20,7.2,MX,1681956314
477,dellys,36.9172,3.9131,15.06,88,100,4.68,DZ,1681956533
478,phalodi,27.1333,72.3667,27.78,28,9,3.17,IN,1681956533
479,marsabit,2.3284,37.9899,18.47,85,8,4.81,KE,1681956534
480,fada,9.5667,8.3,22.75,77,99,0.37,NG,1681956534
481,ain el bya,35.8039,-0.3018,15.82,78,100,3.71,DZ,1681956534
482,lhokseumawe,5.1801,97.1507,28.62,75,100,1.88,ID,1681956535
483,itaguacu,-19.8019,-40.8556,24.63,83,29,1.22,BR,1681956535
484,navolato,24.7672,-107.6944,23.1,73,93,2.66,MX,1681956535
485,dzuunharaa,48.8523,106.4579,-3.48,34,100,1.6,MN,1681956535
486,sungailiat,-1.85,106.1333,27.55,82,100,1.72,ID,1681956535
487,tarakan,3.3,117.6333,30.72,74,40,2.06,ID,1681956292
488,waspan,14.7419,-83.9717,24.38,82,8,2.2,NI,1681956536
489,hassi messaoud,31.6804,6.0729,26.41,18,61,5.04,DZ,1681956537
490,acarau,-2.8856,-40.12,25.24,87,100,2.73,BR,1681956537
491,novomyshastovskaya,45.1991,38.5827,13.12,97,100,1.75,RU,1681956537
492,motueka,-41.1333,173.0167,17.83,87,100,0.4,NZ,1681956538
493,hastings,50.8552,0.5729,8.86,46,3,9.16,GB,1681956538
494,kovdor,67.5662,30.4758,1.2,100,100,1.33,RU,1681956538
495,belle fourche,44.6714,-103.8522,6.16,67,83,6.48,US,1681956538
496,karagandy,49.8019,73.1021,-6.03,64,2,3.57,KZ,1681956539
497,chake chake,-5.2459,39.7666,24.84,90,100,4.27,TZ,1681956539
498,udi,6.3144,7.4258,20.93,91,100,2.08,NG,1681956539
499,kavaratti,10.5669,72.642,28.69,69,100,2.84,IN,1681956540
500,isangel,-19.55,169.2667,28.26,64,78,1.13,VU,1681956540
501,chulym,55.0997,80.9572,-0.54,57,61,4.96,RU,1681956541
502,oranjemund,-28.55,16.4333,14.79,89,99,3.54,NA,1681956244
503,burao,9.5221,45.5336,23.44,40,4,3.63,SO,1681956542
504,mermoz boabab,14.7065,-17.4758,20.31,86,8,9.49,SN,1681956542
505,pagar alam,-4.0167,103.2667,22.75,94,100,0.72,ID,1681956542
506,puerto rico,-26.796,-55.024,17.65,56,91,0.96,AR,1681956542
507,carnarvon,-24.8667,113.6333,26.29,38,23,7.9,AU,1681956543
508,iraucuba,-3.7461,-39.7833,22.76,94,100,0.38,BR,1681956307
509,port augusta,-32.5,137.7667,18.49,47,0,5.3,AU,1681956311
510,kupang,-10.1667,123.5833,30.32,58,20,9.26,ID,1681956543
511,kirgiz-miyaki,53.6324,54.7979,6.06,58,68,2.76,RU,1681956544
512,balad,34.0164,44.1453,23.41,34,49,2.22,IQ,1681956544
513,mpika,-11.8343,31.4529,16.1,95,100,3.85,ZM,1681956545
514,ilhabela,-23.7781,-45.3581,21.14,77,95,1.07,BR,1681956545
515,tutoia,-2.7619,-42.2744,25.04,88,100,0.67,BR,1681956545
516,rongelap,11.1635,166.8941,26.63,80,99,9.2,MH,1681956545
517,isla mujeres,21.2311,-86.731,27.03,80,10,5.25,MX,1681956547
518,cuito,-12.3833,16.9333,13.92,83,10,0.68,AO,1681956547
519,vila franca do campo,37.7167,-25.4333,12.23,70,97,5.97,PT,1681956548
520,juneau,58.3019,-134.4197,14.0,72,40,1.54,US,1681956548
521,point fortin,10.1833,-61.6833,26.05,80,21,5.7,TT,1681956548
522,frontignan,43.4485,3.754,7.97,61,4,1.39,FR,1681956549
523,lethem,3.3803,-59.7968,27.37,67,77,4.51,GY,1681956549
524,westgate on sea,51.3824,1.3367,9.45,68,2,2.24,GB,1681956550
525,auki,-8.7676,160.7034,28.85,67,34,2.27,SB,1681956550
526,bang saphan,11.2126,99.5117,31.7,59,56,3.01,TH,1681956551
527,saint-felicien,48.6501,-72.4491,-0.63,81,86,2.89,CA,1681956551
528,palu,-0.8917,119.8707,32.58,57,32,0.65,ID,1681956552
529,sur,22.5667,59.5289,27.22,64,48,3.49,OM,1681956300
530,kenai,60.5544,-151.2583,9.05,52,0,4.63,US,1681956308
531,huetamo de nunez,18.5833,-100.8833,31.25,23,50,2.3,MX,1681956553
532,holualoa,19.6228,-155.9522,23.77,85,100,6.69,US,1681956261
533,lubumbashi,-11.6609,27.4794,14.86,99,29,1.85,CD,1681956553
534,saint-philippe,-21.3585,55.7679,23.77,84,35,5.5,RE,1681956554
535,malanje,-9.5402,16.341,17.37,96,12,1.32,AO,1681956554
536,itaituba,-4.2761,-55.9836,23.47,95,100,0.45,BR,1681956555
537,mareeba,-17.0,145.4333,28.4,66,100,2.87,AU,1681956555
538,manhumirim,-20.3578,-41.9581,20.68,94,88,0.76,BR,1681956555
539,oktyabr'skoye,43.0645,44.7417,11.08,76,89,1.05,RU,1681956555
540,jiexiu,37.0244,111.9125,21.05,32,0,6.11,CN,1681956556
541,brisas de zicatela,15.8369,-97.0419,28.29,65,40,3.6,MX,1681956556
542,hami,42.8,93.45,9.71,12,67,0.57,CN,1681956556
543,new norfolk,-42.7826,147.0587,16.72,80,100,1.34,AU,1681956556
544,indre arna,60.4247,5.4764,8.86,57,13,1.16,NO,1681956557
545,la ronge,55.1001,-105.2842,-1.58,84,100,5.07,CA,1681956557
546,el bayadh,33.6832,1.0193,11.65,69,8,3.86,DZ,1681956557
547,coari,-4.085,-63.1414,24.36,92,97,1.42,BR,1681956557
548,thunder bay,48.4001,-89.3168,-1.4,92,97,2.24,CA,1681956558
549,kuhmo,64.1333,29.5167,0.74,100,100,1.97,FI,1681956558
550,suphan buri,14.4742,100.1222,32.49,44,38,3.9,TH,1681956558
551,roxas,11.5853,122.7511,29.52,65,5,1.86,PH,1681956559
552,viedma,-40.8135,-62.9967,16.9,55,1,3.82,AR,1681956559
553,fort st. john,56.2499,-120.8529,4.94,60,100,3.6,CA,1681956397
554,ad dilam,23.9915,47.1627,22.2,68,100,2.22,SA,1681956559
555,galesong,-5.3166,119.3661,31.01,72,22,0.6,ID,1681956560
556,key largo,25.0865,-80.4473,24.43,62,100,6.87,US,1681956481
557,lebork,54.5392,17.7501,7.75,88,80,4.1,PL,1681956560
558,perry,37.2506,-83.1999,23.4,64,98,1.63,US,1681956560
559,baixa grande,-11.9597,-40.1681,25.25,69,100,1.44,BR,1681956560
560,salekhard,66.53,66.6019,-7.93,92,100,1.95,RU,1681956561
561,amga,60.8953,131.9608,-0.8,95,100,1.28,RU,1681956561
562,monteagudo,-19.8167,-63.9833,13.83,96,36,0.8,BO,1681956561
563,baissa,7.2333,10.6333,24.16,84,100,0.43,NG,1681956562
564,nadym,65.5333,72.5167,-9.41,82,25,1.78,RU,1681956562
565,greenville,35.6127,-77.3663,21.97,53,0,2.57,US,1681956403
566,bonthe,7.5264,-12.505,27.21,83,58,2.38,SL,1681956563
567,acapulco de juarez,16.8634,-99.8901,27.9,74,40,3.6,MX,1681956504
568,siguiri,11.6667,-9.5,32.7,26,97,2.1,GN,1681956563
569,gunnison,38.7,-107.0673,-2.53,66,17,3.65,US,1681956563
570,tonj,7.2737,28.6822,25.81,65,99,1.3,SS,1681956564
571,kalengwa,-13.4659,25.0027,14.52,95,0,1.91,ZM,1681956564
572,muntok,-2.0667,105.1833,25.76,91,100,3.45,ID,1681956564
573,hasaki,35.7333,140.8333,22.38,80,57,2.18,JP,1681956564
574,satipo,-11.2522,-74.6386,21.62,96,67,1.22,PE,1681956565
575,laguna,38.421,-121.4238,17.17,30,0,4.12,US,1681956565
576,cape canaveral,28.4058,-80.6048,23.88,63,20,5.66,US,1681956565
577,kimry,56.8667,37.35,4.36,72,7,2.04,RU,1681956566
578,sovetskiy,61.3614,63.5842,-2.21,85,59,2.11,RU,1681956566
579,hegang,47.4,130.3667,10.21,34,10,10.73,CN,1681956566
580,nebbi,2.4783,31.0889,19.77,85,63,1.55,UG,1681956567
581,carbonear,47.7332,-53.2148,2.3,94,100,4.68,CA,1681956567
582,sampacho,-33.3839,-64.7221,15.08,56,53,3.15,AR,1681956567
583,itapirapua,-15.8233,-50.6133,22.6,92,100,0.77,BR,1681956568
584,alzamay,55.5562,98.6644,-4.19,73,100,3.83,RU,1681956568
585,port pirie,-33.1833,138.0167,18.05,49,1,3.48,AU,1681956568
586,tannum sands,-23.9504,151.3693,28.75,41,40,7.2,AU,1681956397
587,male,4.1748,73.5089,28.38,67,94,0.55,MV,1681956569
588,keetmanshoop,-26.5833,18.1333,22.15,33,100,2.47,NA,1681956569
589,teknaf,20.8624,92.3058,29.72,68,77,2.56,BD,1681956570
590,naters,46.3254,7.9891,7.47,79,83,1.52,CH,1681956570
591,port isabel,26.0734,-97.2086,25.03,89,100,5.14,US,1681956570
592,princeville,45.7668,-61.2985,5.26,92,75,0.0,CA,1681956570
593,shiqian,27.5225,108.2281,23.51,73,97,1.84,CN,1681956571
594,ciudad guadalupe victoria,24.4497,-104.1225,22.34,19,100,6.62,MX,1681956571
595,kalianget,-7.05,113.9333,28.8,73,43,3.57,ID,1681956572
596,santa fe,-31.6333,-60.7,16.12,74,0,0.45,AR,1681956448
